Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
Razvan Marin,ro ROU,MF,Empoli,it Serie A,27,1996,20.2,0,35,9,25.7,1.73,0.45,0,0,29.7,10,0,0,1.1,1.1,0.03,-1.1,-1.1,Matches,671,907,74,12562,4126,289,338,85.5,265,315,84.1,99,212,46.7,3,3,2.9,0,33,62,13,6,72,Matches,907,747,154,90,8,2,98,3,57,20,33,0,671,6,11,Matches,68,3.37,39,22,1,4,1,1,6,0.3,4,2,0,0,0,0,Matches,40,22,13,23,4,19,29,65.5,10,16,4,12,6,46,30,2,Matches,1101,36,230,591,289,15,1101,30,15,50,14,46.7,544,2691,1243,21,17,5,24,19,654,24,Matches
Saba Sazonov,ge GEO,DF,Torino,it Serie A,21,2002,4,0,1,0,0,0.25,0,0,,3,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0,0,0,1,4,0,0,8,Matches,187,184,3,1,0,1,0,2,0,0,0,0,163,0,1,Matches,2,0.51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9,7,4,5,0,3,3,100,0,8,5,3,3,12,22,0,Matches,242,27,147,91,5,1,242,0,0,,0,,136,710,290,0,0,0,3,0,143,0,Matches
Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,22,2000,1.2,0,1,0,0,0.83,0,0,,8.4,0,0,0,0.2,0.2,0.24,-0.2,-0.2,Matches,58,69,84.1,745,210,41,47,87.2,15,16,93.8,1,2,50,0,0,0,0,0,4,0,0,5,Matches,69,52,17,2,0,0,0,15,0,0,0,0,58,0,2,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2,0,2,0,0,1,2,50,1,1,0,1,1,3,2,0,Matches,85,4,28,34,24,3,85,6,2,33.3,3,50,42,226,98,1,1,0,2,0,52,8,Matches
Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,21,2002,1.4,0,5,2,40,3.46,1.38,0,0,21.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,38,48,79.2,533,150,21,24,87.5,13,15,86.7,1,5,20,0,0.1,0.1,-0.1,2,3,1,1,4,Matches,48,48,0,0,0,0,3,0,0,0,0,0,38,0,3,Matches,6,4.15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,7,2,2,2,3,1,6,16.7,5,2,0,2,0,7,1,0,Matches,72,0,8,24,41,9,72,3,2,66.7,1,33.3,48,284,132,2,4,1,6,0,45,8,Matches
Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,19,2004,9.4,0,5,0,0,0.53,0,0,,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,254,317,80.1,5406,1557,69,82,84.1,140,161,87,43,68,63.2,0,0,0.1,0,1,10,2,2,19,Matches,317,290,27,4,0,1,8,23,0,0,0,0,254,0,3,Matches,5,0.53,4,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches,19,12,16,2,1,6,7,85.7,1,14,9,5,8,27,64,0,Matches,441,79,239,171,34,9,441,3,3,100,0,0,248,1652,829,8,3,1,4,0,224,8,Matches
Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,18,2005,10.3,0,6,4,66.7,0.58,0.39,0,0,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,470,592,79.4,7036,1816,266,306,86.9,180,224,80.4,14,40,35,1,0.7,0.6,0.3,5,30,11,4,42,Matches,592,506,85,9,1,0,28,76,0,0,0,0,470,1,11,Matches,16,1.56,15,0,1,0,0,0,2,0.19,2,0,0,0,0,0,Matches,30,20,14,12,4,9,22,40.9,13,12,3,9,14,44,18,2,Matches,727,24,183,356,196,16,727,20,7,35,13,65,500,2673,1384,19,22,4,20,7,451,75,Matches
Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,21,2002,8,0,3,2,66.7,0.38,0.25,0,0,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,301,353,85.3,5779,1946,98,108,90.7,175,186,94.1,23,50,46,1,0.5,0.4,0.5,2,24,3,0,24,Matches,353,338,15,14,2,2,0,1,0,0,0,0,301,0,3,Matches,5,0.63,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,Matches,440,60,230,202,14,6,440,6,4,66.7,1,16.7,315,1797,1010,1,3,0,3,3,281,0,Matches
Salih Özcan,tr TUR,MF,Dortmund,de Bundesliga,25,1998,13.2,0,5,2,40,0.38,0.15,0,0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,680,794,85.6,11028,2214,344,373,92.2,277,316,87.7,40,65,61.5,0,1,0.8,-1,11,54,7,0,57,Matches,794,758,35,27,4,4,1,7,0,0,0,0,680,1,13,Matches,23,1.75,22,0,0,0,1,0,4,0.3,4,0,0,0,0,0,Matches,20,12,11,8,1,10,18,55.6,8,28,3,25,17,37,18,1,Matches,933,34,212,613,111,3,933,11,6,54.5,4,36.4,486,2247,1091,16,15,0,13,7,617,24,Matches
Salim El Jebari,ma MAR,MF,Atlético Madrid,es La Liga,19,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,3,4,75,30,3,3,3,100,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,Matches,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches,9,1,1,4,4,0,9,0,0,,0,,5,47,24,1,1,0,1,1,6,1,Matches
Salis Abdul Samed,gh GHA,MF,Lens,fr Ligue 1,23,2000,16.9,0,5,0,0,0.3,0,0,,21.6,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches,796,895,88.9,12470,3008,393,433,90.8,330,360,91.7,41,54,75.9,0,0.5,1.1,-0.5,6,87,5,2,78,Matches,895,875,18,17,0,1,3,1,0,0,0,0,796,2,17,Matches,27,1.6,27,0,0,0,0,0,3,0.18,3,0,0,0,0,0,Matches,21,14,8,10,3,8,18,44.4,10,12,1,11,12,33,18,0,Matches,1022,21,168,647,218,7,1022,19,7,36.8,11,57.9,823,4361,1683,9,33,0,23,11,780,20,Matches
Salvi,es ESP,MF,Rayo Vallecano,es La Liga,32,1991,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,10,12,83.3,139,17,4,4,100,4,5,80,1,2,50,0,0,0,0,0,0,0,0,0,Matches,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,4,0,4,0,0,0,1,1,0,0,Matches,14,0,1,9,4,0,14,1,1,100,0,0,14,102,47,2,2,0,0,2,13,2,Matches
Sam Beukema,nl NED,DF,Bologna,it Serie A,24,1998,28.3,1,12,4,33.3,0.42,0.14,0.08,0.25,9.7,0,0,0,1.9,1.9,0.16,-0.9,-0.9,Matches,1842,2055,89.6,34323,11648,683,727,93.9,975,1036,94.1,157,238,66,1,0.8,0.7,0.2,7,87,5,0,76,Matches,2055,1971,81,47,1,12,2,18,0,0,0,0,1842,3,13,Matches,21,0.74,19,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches,27,11,14,11,2,16,25,64,9,35,21,14,15,42,99,2,Matches,2283,291,1170,1060,61,14,2283,8,4,50,2,25,1457,8540,4162,14,10,1,6,3,1679,5,Matches
Sam Curtis,ie IRL,DF,Sheffield Utd,eng Premier League,17,2005,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6,10,60,98,37,3,4,75,3,3,100,0,2,0,0,0,0,0,0,0,0,0,1,Matches,10,8,2,0,0,0,1,2,0,0,0,0,6,0,1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,0,1,0,0,1,2,50,1,2,0,2,0,1,0,0,Matches,14,0,8,4,2,0,14,0,0,,0,,1,1,0,0,0,0,0,1,9,1,Matches
Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,30,1993,20,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,343,599,57.3,11568,8793,45,46,97.8,143,147,97.3,155,401,38.7,0,0,0,0,0,13,0,0,0,Matches,599,408,186,45,0,3,0,0,0,0,0,0,343,5,0,Matches,2,0.1,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches,1,0,1,0,0,1,1,100,0,0,0,0,1,2,5,0,Matches,640,539,637,3,0,0,640,0,0,,0,,350,2039,1281,0,0,0,0,0,287,0,Matches
Saman Ghoddos,ir IRN,DF,Brentford,eng Premier League,29,1993,8.2,1,9,2,22.2,1.1,0.24,0.11,0.5,22.5,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches,325,448,72.5,5565,1748,164,187,87.7,131,167,78.4,27,78,34.6,0,1.1,1,-1.1,9,29,10,4,36,Matches,448,370,74,15,0,3,42,34,24,10,10,0,325,4,8,Matches,20,2.44,10,5,1,0,3,1,0,0,0,0,0,0,0,0,Matches,28,19,19,7,2,17,31,54.8,14,9,2,7,5,33,12,0,Matches,542,12,139,223,184,10,542,13,3,23.1,8,61.5,282,1389,717,22,12,2,10,4,313,31,Matches
Samu Castillejo,es ESP,"FW,MF",Sassuolo,it Serie A,28,1995,6,0,6,2,33.3,1.01,0.34,0,0,16.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,213,283,75.3,3239,693,109,120,90.8,86,107,80.4,10,37,27,0,1,0.9,-1,15,14,6,4,26,Matches,283,253,29,13,0,2,34,3,13,7,3,0,213,1,4,Matches,27,4.54,22,2,1,1,1,0,1,0.17,1,0,0,0,0,0,Matches,12,10,5,5,2,7,19,36.8,12,16,1,15,1,13,3,0,Matches,371,5,38,150,190,14,371,19,9,47.4,8,42.1,248,1714,839,27,24,7,23,18,278,45,Matches
Samu Costa,pt POR,MF,Mallorca,es La Liga,22,2000,25.6,1,22,3,13.6,0.86,0.12,0.05,0.33,20.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,830,1087,76.4,15302,3901,357,433,82.4,359,432,83.1,99,153,64.7,1,0.5,1,0.5,12,77,11,4,93,Matches,1087,1063,21,14,1,14,24,2,2,1,1,0,830,3,36,Matches,47,1.84,42,3,1,1,0,0,3,0.12,3,0,0,0,0,0,Matches,91,50,40,46,5,46,93,49.5,47,28,14,14,39,130,59,3,Matches,1425,83,382,808,243,33,1425,23,12,52.2,8,34.8,694,2953,987,16,21,4,43,22,811,32,Matches
Samu Omorodion,es ESP,FW,Alavés,es La Liga,19,2004,21.3,8,64,24,37.5,3,1.13,0.13,0.33,13.5,0,0,0,10.8,10.8,0.17,-2.8,-2.8,Matches,232,322,72,3200,468,142,180,78.9,68,93,73.1,8,13,61.5,1,1.3,0.6,-0.3,16,11,5,0,18,Matches,322,278,43,1,1,1,2,3,0,0,0,0,232,1,8,Matches,31,1.46,19,0,5,5,2,0,3,0.14,0,0,1,1,1,0,Matches,6,3,1,4,1,0,4,0,4,11,2,9,1,7,14,0,Matches,600,18,38,289,282,107,600,57,22,38.6,33,57.9,344,1689,668,30,17,24,89,36,434,100,Matches
Samu Omorodion,es ESP,FW,Granada,es La Liga,19,2004,0.9,1,3,2,66.7,3.38,2.25,0.33,0.5,8.6,0,0,0,0.7,0.7,0.23,0.3,0.3,Matches,10,15,66.7,178,6,3,5,60,4,4,100,2,2,100,0,0,0,0,2,0,0,0,0,Matches,15,13,2,0,0,0,0,0,0,0,0,0,10,0,1,Matches,2,2.25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,Matches,24,0,0,14,10,5,24,0,0,,0,,14,50,7,0,0,0,2,0,17,3,Matches
Samuel Bamba,de GER,FW,Dortmund,de Bundesliga,19,2004,0.5,0,2,0,0,3.83,0,0,,12.6,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,14,20,70,207,42,11,12,91.7,1,2,50,2,4,50,0,0.1,0.1,-0.1,1,0,1,0,2,Matches,20,19,1,0,0,0,4,1,0,0,0,0,14,0,1,Matches,2,3.83,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches,1,1,1,0,0,1,2,50,1,0,0,0,0,1,1,0,Matches,30,1,4,5,22,8,30,1,1,100,0,0,15,146,103,5,3,1,5,0,22,7,Matches
Samuel Chukwueze,ng NGA,FW,Milan,it Serie A,24,1999,11.3,1,28,8,28.6,2.48,0.71,0.04,0.13,17.7,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,330,421,78.4,5423,1275,163,197,82.7,140,170,82.4,19,32,59.4,3,2.3,2.7,0.7,20,22,23,1,51,Matches,421,410,10,0,7,1,20,7,3,2,0,0,330,1,11,Matches,48,4.25,32,0,9,5,2,0,7,0.62,5,0,1,1,0,0,Matches,18,7,11,5,2,9,17,52.9,8,3,1,2,6,24,3,0,Matches,576,5,66,237,278,59,576,62,21,33.9,34,54.8,407,2601,1337,52,27,24,29,15,436,135,Matches
Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,29,1993,19.2,3,19,9,47.4,0.99,0.47,0.16,0.33,9.6,0,0,0,2.4,2.4,0.13,0.6,0.6,Matches,846,964,87.8,14333,4728,349,383,91.1,436,480,90.8,36,64,56.3,0,0.9,0.5,-0.9,7,31,3,2,54,Matches,964,882,81,42,2,0,6,5,0,0,0,0,846,1,7,Matches,27,1.41,17,3,1,5,1,0,4,0.21,1,0,0,3,0,0,Matches,33,22,16,13,4,13,19,68.4,6,28,18,10,25,58,93,1,Matches,1189,192,560,543,90,37,1189,5,3,60,2,40,776,4259,2453,10,17,2,9,2,710,8,Matches
Samuel Grandsir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26,1996,6.7,1,14,5,35.7,2.08,0.74,0.07,0.2,18.5,2,0,1,2.6,1.9,0.13,-1.6,-0.9,Matches,209,292,71.6,3118,845,109,130,83.8,72,99,72.7,13,26,50,1,1.2,1.4,-0.2,14,14,16,4,35,Matches,292,269,23,6,2,2,44,5,12,3,8,0,209,0,20,Matches,31,4.61,20,5,3,2,0,1,2,0.3,1,0,1,0,0,0,Matches,16,12,5,9,2,8,18,44.4,10,4,0,4,3,19,3,1,Matches,374,2,39,141,197,24,373,24,7,29.2,16,66.7,285,1909,743,22,23,8,12,10,274,68,Matches
Samuel Iling-Junior,eng ENG,"DF,MF",Juventus,it Serie A,19,2003,9,1,9,4,44.4,1,0.44,0.11,0.25,15.5,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches,330,433,76.2,5264,1713,177,196,90.3,125,158,79.1,23,50,46,2,1.3,1.6,0.7,19,20,13,9,25,Matches,433,371,60,10,0,3,46,38,12,2,9,0,330,2,17,Matches,32,3.55,20,9,2,0,1,0,5,0.55,3,2,0,0,0,0,Matches,23,13,9,11,3,11,18,61.1,7,17,5,12,6,29,19,0,Matches,561,26,125,220,219,23,561,22,7,31.8,14,63.6,306,1708,823,29,15,8,17,12,343,64,Matches
Samuel Lino,br BRA,"DF,MF",Atlético Madrid,es La Liga,23,1999,23.1,4,54,21,38.9,2.34,0.91,0.07,0.19,16.6,0,0,0,5.6,5.6,0.1,-1.6,-1.6,Matches,816,1015,80.4,11390,2608,516,582,88.7,230,279,82.4,39,66,59.1,5,4.7,3.5,0.3,34,36,38,3,84,Matches,1015,961,48,4,5,8,41,42,2,0,0,0,816,6,35,Matches,77,3.33,54,1,7,4,9,2,12,0.52,9,0,1,1,1,0,Matches,61,34,32,17,12,35,70,50,35,37,1,36,14,75,27,0,Matches,1317,43,282,509,557,107,1317,75,40,53.3,28,37.3,872,6156,3739,131,81,44,42,35,958,215,Matches
Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26,1996,12.3,1,15,5,33.3,1.22,0.41,0.07,0.2,17.1,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches,417,498,83.7,6505,1983,219,245,89.4,158,187,84.5,22,36,61.1,0,0.6,1.1,-0.6,11,42,5,0,59,Matches,498,491,6,5,1,0,2,1,0,0,0,0,417,1,7,Matches,32,2.6,28,0,1,0,2,1,2,0.16,1,0,0,0,1,0,Matches,38,20,14,17,7,17,37,45.9,20,16,3,13,11,49,13,0,Matches,634,20,144,361,134,21,634,12,5,41.7,6,50,446,2333,1197,20,17,2,19,9,393,33,Matches
Samuel Umtiti,fr FRA,DF,Lille,fr Ligue 1,29,1993,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,156,165,94.5,2948,750,49,52,94.2,89,92,96.7,14,17,82.4,0,0,0,0,0,5,0,0,8,Matches,165,157,8,6,0,1,0,1,0,0,0,0,156,0,1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,1,0,1,0,1,4,25,3,0,0,0,2,3,4,0,Matches,178,13,79,99,0,0,178,1,0,0,1,100,154,674,310,0,0,0,0,0,144,0,Matches
Samuele Birindelli,it ITA,DF,Monza,it Serie A,24,1999,22.4,0,25,9,36,1.12,0.4,0,0,18.1,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches,902,1104,81.7,15543,4505,427,466,91.6,382,446,85.7,81,138,58.7,2,2.9,2.4,-0.9,24,59,25,14,70,Matches,1104,939,160,11,1,14,54,148,1,0,0,0,902,5,31,Matches,43,1.92,35,0,1,4,3,0,4,0.18,4,0,0,0,0,0,Matches,28,19,16,7,5,14,25,56,11,30,11,19,18,46,48,0,Matches,1320,63,412,557,364,43,1320,30,12,40,15,50,766,4352,2314,63,40,11,35,9,885,122,Matches
Samuele Di Benedetto,de GER,MF,Stuttgart,de Bundesliga,18,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,10,11,90.9,107,2,7,7,100,2,2,100,0,0,,0,0,0,0,1,0,0,0,0,Matches,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches,1,12.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches,13,0,3,8,2,1,13,1,0,0,0,0,9,32,28,0,0,0,0,1,13,1,Matches
Samuele Mulattieri,it ITA,"FW,MF",Sassuolo,it Serie A,22,2000,5.1,0,13,5,38.5,2.53,0.97,0,0,11.5,0,0,0,1.6,1.6,0.12,-1.6,-1.6,Matches,81,116,69.8,1042,85,49,67,73.1,26,31,83.9,1,5,20,0,0.3,0.5,-0.3,6,4,0,0,1,Matches,116,100,15,0,0,2,0,0,0,0,0,0,81,1,1,Matches,10,1.95,7,1,0,1,1,0,1,0.19,0,0,0,0,1,0,Matches,1,1,0,0,1,1,2,50,1,7,2,5,1,2,2,0,Matches,188,4,11,102,77,21,188,16,4,25,8,50,101,552,240,8,8,7,20,13,130,38,Matches
Samuele Perisan,it ITA,GK,Empoli,it Serie A,25,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,27,34,79.4,551,340,10,10,100,11,11,100,5,12,41.7,0,0,0,0,0,0,0,0,0,Matches,34,21,13,1,0,0,0,0,0,0,0,0,27,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,33,32,33,0,0,0,33,0,0,,0,,13,61,53,0,0,0,0,0,12,0,Matches
Samuele Ricci,it ITA,MF,Torino,it Serie A,21,2001,26.6,1,30,5,16.7,1.13,0.19,0.03,0.2,22.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90,71,117,60.7,2,2.3,2.4,-0.3,26,103,24,4,122,Matches,1310,1224,83,68,1,3,54,7,8,4,2,1,1121,3,21,Matches,68,2.56,50,8,2,4,4,0,7,0.26,3,0,1,2,1,0,Matches,33,18,17,12,4,15,23,65.2,8,21,3,18,27,60,25,0,Matches,1516,41,235,929,363,28,1516,29,9,31,18,62.1,944,5327,2405,47,35,7,20,12,1050,73,Matches
Samuele Vignato,it ITA,"MF,FW",Monza,it Serie A,19,2004,3.8,1,7,4,57.1,1.84,1.05,0.14,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,Matches,107,128,83.6,1743,428,61,68,89.7,34,40,85,11,15,73.3,0,0.2,0.2,-0.2,4,9,2,0,13,Matches,128,118,10,2,1,3,8,1,6,0,5,0,107,0,3,Matches,11,2.89,7,2,1,1,0,0,0,0,0,0,0,0,0,0,Matches,6,4,2,3,1,2,3,66.7,1,2,0,2,1,7,1,0,Matches,168,0,23,83,67,12,168,9,5,55.6,4,44.4,109,671,348,13,8,6,11,6,124,20,Matches
Sander Berge,no NOR,MF,Burnley,eng Premier League,25,1998,33.4,1,25,3,12,0.75,0.09,0.04,0.33,17.6,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches,1376,1562,88.1,24429,5168,568,637,89.2,658,711,92.5,125,154,81.2,2,2.4,1.6,-0.4,29,129,16,1,164,Matches,1562,1529,31,21,7,10,12,1,0,0,0,0,1376,2,14,Matches,67,2.01,63,0,3,0,1,0,8,0.24,7,0,1,0,0,0,Matches,76,46,35,36,5,34,58,58.6,24,49,20,29,23,99,60,2,Matches,1887,133,494,997,414,41,1887,41,20,48.8,16,39,1076,6419,3091,64,57,9,23,23,1233,29,Matches
Sandi Lovric,si SVN,MF,Udinese,it Serie A,25,1998,22.1,1,43,12,27.9,1.95,0.54,0.02,0.08,22.1,2,0,0,3.5,3.5,0.08,-2.5,-2.5,Matches,543,718,75.6,9199,2859,265,309,85.8,189,232,81.5,61,120,50.8,3,3.3,3,-0.3,43,65,12,7,80,Matches,718,621,92,37,2,7,82,10,43,15,22,0,543,5,17,Matches,78,3.53,48,21,3,6,0,0,7,0.32,4,1,1,1,0,0,Matches,25,12,9,11,5,9,23,39.1,14,21,2,19,21,46,24,0,Matches,939,31,169,444,347,35,939,32,17,53.1,14,43.8,521,3157,1735,52,35,10,30,20,546,80,Matches
Sandro Ramírez,es ESP,FW,Las Palmas,es La Liga,28,1995,20.1,1,51,18,35.3,2.54,0.9,0.02,0.06,21.7,5,0,1,3.7,3,0.06,-2.7,-2,Matches,516,690,74.8,7912,1872,302,353,85.6,148,178,83.1,47,92,51.1,3,2.6,3,0.4,32,18,25,4,54,Matches,690,574,111,12,1,4,89,3,69,18,34,0,516,5,24,Matches,77,3.84,41,17,4,7,6,2,5,0.25,3,1,0,0,1,0,Matches,12,8,4,6,2,6,15,40,9,13,1,12,4,16,14,1,Matches,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209,Matches
Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,23,2000,4.9,1,3,2,66.7,0.62,0.41,0.33,0.5,15.8,0,0,0,0.7,0.7,0.22,0.3,0.3,Matches,241,280,86.1,3776,870,130,141,92.2,94,109,86.2,11,19,57.9,0,0.6,0.5,-0.6,7,16,4,2,19,Matches,280,276,4,0,0,5,11,2,2,0,2,0,241,0,3,Matches,12,2.47,10,1,0,0,1,0,3,0.62,2,0,0,0,1,0,Matches,7,7,4,2,1,3,9,33.3,6,3,0,3,2,9,4,0,Matches,307,5,60,179,70,8,307,6,3,50,2,33.3,191,965,409,11,4,1,4,2,257,21,Matches
Sanjin Prcic,ba BIH,MF,Strasbourg,fr Ligue 1,29,1993,1,0,1,0,0,1.02,0,0,,27.6,0,0,0,0,0,0.01,0,0,Matches,44,47,93.6,941,265,15,16,93.8,20,21,95.2,7,7,100,0,0.2,0,-0.2,3,5,0,0,5,Matches,47,42,4,4,0,1,0,0,0,0,0,0,44,1,0,Matches,4,4.09,4,0,0,0,0,0,1,1.02,1,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0,1,2,1,1,3,3,1,0,Matches,54,0,12,33,9,0,54,0,0,,0,,40,223,84,0,0,0,1,0,36,0,Matches
Santi Comesaña,es ESP,MF,Villarreal,es La Liga,26,1996,18.4,2,17,7,41.2,0.93,0.38,0.12,0.29,13,0,0,0,1.9,1.9,0.11,0.1,0.1,Matches,752,868,86.6,12845,3509,358,396,90.4,319,360,88.6,58,78,74.4,0,2,1.3,-2,12,80,8,0,92,Matches,868,842,24,23,2,7,5,1,0,0,0,0,752,2,8,Matches,37,2.02,31,1,0,3,1,1,3,0.16,2,0,0,1,0,0,Matches,44,26,15,21,8,19,38,50,19,33,9,24,22,66,27,1,Matches,1077,61,265,593,229,32,1077,32,21,65.6,11,34.4,510,2802,1414,23,25,7,22,19,734,48,Matches
Santiago Bueno,uy URU,DF,Wolves,eng Premier League,24,1998,9.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,426,480,88.8,7158,2158,177,192,92.2,223,237,94.1,18,37,48.6,0,0.1,0,-0.1,2,16,0,0,11,Matches,480,468,12,7,0,1,2,2,0,0,0,0,426,0,5,Matches,5,0.55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,13,7,5,7,1,5,11,45.5,6,22,12,10,6,19,33,0,Matches,566,77,301,250,18,1,566,1,1,100,0,0,330,1726,988,3,5,0,1,2,400,2,Matches
Santiago Castro,ar ARG,FW,Bologna,it Serie A,18,2004,2.7,1,7,3,42.9,2.6,1.12,0.14,0.33,19.6,0,0,0,1,1,0.14,0,0,Matches,43,52,82.7,675,64,30,35,85.7,7,8,87.5,5,6,83.3,1,0.5,0,0.5,1,2,0,0,1,Matches,52,47,5,0,0,1,1,1,0,0,0,0,43,0,1,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2,1,0,1,1,1,3,33.3,2,1,0,1,1,3,1,0,Matches,76,1,5,41,30,8,76,3,2,66.7,1,33.3,51,257,62,1,2,0,9,3,65,15,Matches
Santiago García,es ESP,FW,Getafe,es La Liga,21,2001,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,6,7,85.7,69,40,3,3,100,2,3,66.7,0,0,,0,0,0.1,0,0,0,2,0,2,Matches,7,6,1,1,0,0,0,0,0,0,0,0,6,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,0,0,0,1,1,1,100,0,0,0,0,0,1,0,0,Matches,16,0,1,4,12,0,16,3,0,0,3,100,11,55,29,1,1,0,1,0,6,1,Matches
